regime,volatility,delta,dte,position_size,take_profit,expected_return,sharpe_ratio,win_rate,assignment_prob,monthly_premium
Low,0.4,0.30000000000000004,90,0.25,0.5,-0.03177706667282876,-0.3177706667282876,0.6835616438356165,0.3164383561643836,0.007945016530582733
Low,0.4,0.30000000000000004,90,0.25,0.75,-0.02770388525286905,-0.2770388525286905,0.6835616438356165,0.3164383561643836,0.007945016530582733
Low,0.4,0.30000000000000004,90,0.25,1.0,-0.02363070383290934,-0.23630703832909342,0.6835616438356165,0.3164383561643836,0.007945016530582733
Low,0.4,0.3500000000000001,21,0.05,0.25,-0.00698814592737248,-0.34940729636862394,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.05,0.5,-0.005439038550049899,-0.2719519275024949,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.05,0.75,-0.0038899311727273195,-0.19449655863636595,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.05,1.0,-0.0023408237954047383,-0.11704118977023689,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.1,0.25,-0.01397629185474496,-0.34940729636862394,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.1,0.5,-0.010878077100099798,-0.2719519275024949,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.1,0.75,-0.007779862345454639,-0.19449655863636595,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.1,1.0,-0.004681647590809477,-0.11704118977023689,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.15,0.25,-0.02096443778211744,-0.349407296368624,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.15,0.5,-0.016317115650149695,-0.2719519275024949,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.15,0.75,-0.011669793518181957,-0.19449655863636595,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.15,1.0,-0.007022471386214214,-0.1170411897702369,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.2,0.25,-0.02795258370948992,-0.34940729636862394,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.2,0.5,-0.021756154200199596,-0.2719519275024949,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.2,0.75,-0.015559724690909278,-0.19449655863636595,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.2,1.0,-0.009363295181618953,-0.11704118977023689,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.25,0.25,-0.0349407296368624,-0.349407296368624,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.25,0.5,-0.027195192750249494,-0.2719519275024949,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.25,0.75,-0.019449655863636596,-0.19449655863636595,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,21,0.25,1.0,-0.01170411897702369,-0.1170411897702369,0.5381917808219177,0.4618082191780823,0.019189037966562888
Low,0.4,0.3500000000000001,30,0.05,0.25,-0.007834478061088768,-0.3917239030544383,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.05,0.5,-0.006509305445178204,-0.32546527225891014,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.05,0.75,-0.005184132829267641,-0.259206641463382,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.05,1.0,-0.0038589602133570753,-0.19294801066785372,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.1,0.25,-0.015668956122177537,-0.3917239030544383,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.1,0.5,-0.013018610890356408,-0.32546527225891014,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.1,0.75,-0.010368265658535282,-0.259206641463382,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.1,1.0,-0.007717920426714151,-0.19294801066785372,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.15,0.25,-0.0235034341832663,-0.3917239030544384,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.15,0.5,-0.01952791633553461,-0.3254652722589102,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.15,0.75,-0.01555239848780292,-0.259206641463382,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.15,1.0,-0.011576880640071225,-0.19294801066785375,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.2,0.25,-0.03133791224435507,-0.3917239030544383,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.2,0.5,-0.026037221780712817,-0.32546527225891014,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.2,0.75,-0.020736531317070563,-0.259206641463382,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.2,1.0,-0.015435840853428301,-0.19294801066785372,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.25,0.25,-0.03917239030544384,-0.3917239030544384,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.25,0.5,-0.03254652722589102,-0.3254652722589102,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.25,0.75,-0.0259206641463382,-0.259206641463382,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,30,0.25,1.0,-0.019294801066785376,-0.19294801066785375,0.5502739726027397,0.44972602739726036,0.01605470101426789
Low,0.4,0.3500000000000001,45,0.05,0.25,-0.008387288412667183,-0.41936442063335905,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.05,0.5,-0.007265694322210369,-0.3632847161105184,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.05,0.75,-0.006144100231753553,-0.3072050115876776,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.05,1.0,-0.005022506141296737,-0.25112530706483677,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.1,0.25,-0.016774576825334366,-0.41936442063335905,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.1,0.5,-0.014531388644420738,-0.3632847161105184,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.1,0.75,-0.012288200463507107,-0.3072050115876776,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.1,1.0,-0.010045012282593474,-0.25112530706483677,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.15,0.25,-0.02516186523800155,-0.4193644206333592,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.15,0.5,-0.021797082966631104,-0.36328471611051844,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.15,0.75,-0.018432300695260657,-0.3072050115876776,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.15,1.0,-0.015067518423890208,-0.2511253070648368,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.2,0.25,-0.03354915365066873,-0.41936442063335905,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.2,0.5,-0.029062777288841476,-0.3632847161105184,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.2,0.75,-0.024576400927014214,-0.3072050115876776,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.2,1.0,-0.020090024565186947,-0.25112530706483677,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.25,0.25,-0.04193644206333592,-0.41936442063335916,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.25,0.5,-0.03632847161105184,-0.3632847161105184,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.25,0.75,-0.030720501158767764,-0.3072050115876776,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,45,0.25,1.0,-0.02511253070648368,-0.2511253070648368,0.5704109589041095,0.42958904109589047,0.013108608485966629
Low,0.4,0.3500000000000001,60,0.05,0.25,-0.008488987091130195,-0.4244493545565097,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.05,0.5,-0.007483367683943063,-0.3741683841971531,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.05,0.75,-0.006477748276755929,-0.3238874138377964,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.05,1.0,-0.005472128869568799,-0.2736064434784399,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.1,0.25,-0.01697797418226039,-0.4244493545565097,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.1,0.5,-0.014966735367886126,-0.3741683841971531,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.1,0.75,-0.012955496553511858,-0.3238874138377964,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.1,1.0,-0.010944257739137597,-0.2736064434784399,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.15,0.25,-0.025466961273390588,-0.4244493545565098,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.15,0.5,-0.022450103051829186,-0.3741683841971531,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.15,0.75,-0.019433244830267787,-0.32388741383779646,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.15,1.0,-0.016416386608706396,-0.27360644347843993,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.2,0.25,-0.03395594836452078,-0.4244493545565097,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.2,0.5,-0.029933470735772252,-0.3741683841971531,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.2,0.75,-0.025910993107023716,-0.3238874138377964,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.2,1.0,-0.021888515478275195,-0.2736064434784399,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.25,0.25,-0.04244493545565098,-0.4244493545565098,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.25,0.5,-0.03741683841971531,-0.3741683841971531,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.25,0.75,-0.032388741383779646,-0.32388741383779646,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,60,0.25,1.0,-0.027360644347843993,-0.27360644347843993,0.5905479452054794,0.4094520547945207,0.01135238795711137
Low,0.4,0.3500000000000001,90,0.05,0.25,-0.008145073440886622,-0.407253672044331,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.05,0.5,-0.007267992592039587,-0.36339962960197925,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.05,0.75,-0.006390911743192552,-0.31954558715962755,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.05,1.0,-0.005513830894345516,-0.27569154471727575,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.1,0.25,-0.016290146881773243,-0.407253672044331,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.1,0.5,-0.014535985184079173,-0.36339962960197925,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.1,0.75,-0.012781823486385104,-0.31954558715962755,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.1,1.0,-0.011027661788691032,-0.27569154471727575,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.15,0.25,-0.024435220322659865,-0.4072536720443311,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.15,0.5,-0.021803977776118758,-0.3633996296019793,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.15,0.75,-0.019172735229577652,-0.31954558715962755,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.15,1.0,-0.016541492683036545,-0.27569154471727575,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.2,0.25,-0.032580293763546486,-0.407253672044331,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.2,0.5,-0.029071970368158347,-0.36339962960197925,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.2,0.75,-0.025563646972770207,-0.31954558715962755,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.2,1.0,-0.022055323577382064,-0.27569154471727575,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.25,0.25,-0.04072536720443311,-0.40725367204433105,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.25,0.5,-0.03633996296019793,-0.3633996296019793,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.25,0.75,-0.031954558715962755,-0.31954558715962755,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.3500000000000001,90,0.25,1.0,-0.02756915447172758,-0.27569154471727575,0.6308219178082191,0.3691780821917809,0.009269185952346524
Low,0.4,0.40000000000000013,21,0.05,0.25,-0.006776126585758761,-0.338806329287938,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.05,0.5,-0.005131351902910513,-0.2565675951455256,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.05,0.75,-0.0034865772200622647,-0.1743288610031132,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.05,1.0,-0.0018418025372140172,-0.09209012686070084,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.1,0.25,-0.013552253171517523,-0.338806329287938,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.1,0.5,-0.010262703805821026,-0.2565675951455256,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.1,0.75,-0.006973154440124529,-0.1743288610031132,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.1,1.0,-0.0036836050744280344,-0.09209012686070084,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.15,0.25,-0.020328379757276284,-0.3388063292879381,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.15,0.5,-0.015394055708731539,-0.2565675951455257,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.15,0.75,-0.010459731660186794,-0.17432886100311323,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.15,1.0,-0.005525407611642051,-0.09209012686070085,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.2,0.25,-0.027104506343035045,-0.338806329287938,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.2,0.5,-0.020525407611642052,-0.2565675951455256,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.2,0.75,-0.013946308880249059,-0.1743288610031132,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.2,1.0,-0.007367210148856069,-0.09209012686070084,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.25,0.25,-0.03388063292879381,-0.338806329287938,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.25,0.5,-0.025656759514552565,-0.25656759514552563,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.25,0.75,-0.017432886100311323,-0.17432886100311323,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,21,0.25,1.0,-0.009209012686070085,-0.09209012686070085,0.5,0.5,0.021930329104643306
Low,0.4,0.40000000000000013,30,0.05,0.25,-0.008119413851028049,-0.4059706925514024,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.05,0.5,-0.006743296621233658,-0.3371648310616828,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.05,0.75,-0.005367179391439267,-0.2683589695719633,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.05,1.0,-0.003991062161644876,-0.19955310808224377,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.1,0.25,-0.016238827702056098,-0.4059706925514024,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.1,0.5,-0.013486593242467315,-0.3371648310616828,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.1,0.75,-0.010734358782878534,-0.2683589695719633,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.1,1.0,-0.007982124323289753,-0.19955310808224377,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.15,0.25,-0.024358241553084144,-0.4059706925514024,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.15,0.5,-0.020229889863700973,-0.3371648310616829,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.15,0.75,-0.0161015381743178,-0.2683589695719633,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.15,1.0,-0.011973186484934627,-0.1995531080822438,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.2,0.25,-0.032477655404112196,-0.4059706925514024,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.2,0.5,-0.02697318648493463,-0.3371648310616828,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.2,0.75,-0.021468717565757068,-0.2683589695719633,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.2,1.0,-0.015964248646579506,-0.19955310808224377,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.25,0.25,-0.04059706925514024,-0.4059706925514024,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.25,0.5,-0.03371648310616829,-0.3371648310616829,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.25,0.75,-0.026835896957196334,-0.2683589695719633,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,30,0.25,1.0,-0.01995531080822438,-0.1995531080822438,0.5,0.5,0.018348229730591876
Low,0.4,0.40000000000000013,45,0.05,0.25,-0.009171743239405023,-0.45858716197025107,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.05,0.5,-0.008027831165811631,-0.4013915582905815,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.05,0.75,-0.006883919092218239,-0.34419595461091185,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.05,1.0,-0.005740007018624845,-0.2870003509312422,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.1,0.25,-0.018343486478810046,-0.45858716197025107,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.1,0.5,-0.016055662331623262,-0.4013915582905815,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.1,0.75,-0.013767838184436477,-0.34419595461091185,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.1,1.0,-0.01148001403724969,-0.2870003509312422,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.15,0.25,-0.027515229718215066,-0.4585871619702511,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.15,0.5,-0.02408349349743489,-0.4013915582905815,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.15,0.75,-0.020651757276654713,-0.3441959546109119,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.15,1.0,-0.017220021055874533,-0.2870003509312422,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.2,0.25,-0.03668697295762009,-0.45858716197025107,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.2,0.5,-0.032111324663246524,-0.4013915582905815,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.2,0.75,-0.027535676368872955,-0.34419595461091185,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.2,1.0,-0.02296002807449938,-0.2870003509312422,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.25,0.25,-0.04585871619702511,-0.4585871619702511,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.25,0.5,-0.04013915582905815,-0.4013915582905815,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.25,0.75,-0.03441959546109119,-0.3441959546109119,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,45,0.25,1.0,-0.028700035093124222,-0.2870003509312422,0.5090410958904108,0.49095890410958914,0.01498126684110472
Low,0.4,0.40000000000000013,60,0.05,0.25,-0.009360194821024105,-0.4680097410512052,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.05,0.5,-0.00832475040242323,-0.41623752012116144,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.05,0.75,-0.007289305983822357,-0.3644652991911178,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.05,1.0,-0.006253861565221484,-0.3126930782610741,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.1,0.25,-0.01872038964204821,-0.4680097410512052,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.1,0.5,-0.01664950080484646,-0.41623752012116144,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.1,0.75,-0.014578611967644714,-0.3644652991911178,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.1,1.0,-0.012507723130442967,-0.3126930782610741,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.15,0.25,-0.028080584463072315,-0.4680097410512053,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.15,0.5,-0.024974251207269694,-0.41623752012116155,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.15,0.75,-0.02186791795146707,-0.3644652991911178,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.15,1.0,-0.018761584695664447,-0.3126930782610741,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.2,0.25,-0.03744077928409642,-0.4680097410512052,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.2,0.5,-0.03329900160969292,-0.41623752012116144,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.2,0.75,-0.02915722393528943,-0.3644652991911178,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.2,1.0,-0.025015446260885935,-0.3126930782610741,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.25,0.25,-0.046800974105120526,-0.46800974105120524,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.25,0.5,-0.041623752012116155,-0.41623752012116155,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.25,0.75,-0.036446529919111785,-0.3644652991911178,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,60,0.25,1.0,-0.031269307826107415,-0.3126930782610741,0.5320547945205478,0.4679452054794522,0.012974157665270138
Low,0.4,0.40000000000000013,90,0.05,0.25,-0.009057244563949634,-0.4528622281974816,0.5780821917808219,0.4219178082191782,0.010593355374110313
Low,0.4,0.40000000000000013,90,0.05,0.5,-0.00813867005000281,-0.40693350250014043,0.5780821917808219,0.4219178082191782,0.010593355374110313
Low,0.4,0.40000000000000013,90,0.05,0.75,-0.007220095536055984,-0.36100477680279913,0.5780821917808219,0.4219178082191782,0.010593355374110313
Low,0.4,0.40000000000000013,90,0.05,1.0,-0.006301521022109158,-0.31507605110545783,0.5780821917808219,0.4219178082191782,0.010593355374110313
Low,0.4,0.40000000000000013,90,0.1,0.25,-0.01811448912789927,-0.4528622281974816,0.5780821917808219,0.4219178082191782,0.010593355374110313
Low,0.4,0.40000000000000013,90,0.1,0.5,-0.01627734010000562,-0.40693350250014043,0.5780821917808219,0.4219178082191782,0.010593355374110313
Low,0.4,0.40000000000000013,90,0.1,0.75,-0.014440191072111967,-0.36100477680279913,0.5780821917808219,0.4219178082191782,0.010593355374110313
Low,0.4,0.40000000000000013,90,0.1,1.0,-0.012603042044218317,-0.31507605110545783,0.5780821917808219,0.4219178082191782,0.010593355374110313
Low,0.4,0.40000000000000013,90,0.15,0.25,-0.027171733691848905,-0.4528622281974818,0.5780821917808219,0.4219178082191782,0.010593355374110313
Low,0.4,0.40000000000000013,90,0.15,0.5,-0.024416010150008428,-0.4069335025001405,0.5780821917808219,0.4219178082191782,0.010593355374110313
Low,0.4,0.40000000000000013,90,0.15,0.75,-0.021660286608167947,-0.36100477680279913,0.5780821917808219,0.4219178082191782,0.010593355374110313
Low,0.4,0.40000000000000013,90,0.15,1.0,-0.018904563066327474,-0.3150760511054579,0.5780821917808219,0.4219178082191782,0.010593355374110313
Low,0.4,0.40000000000000013,90,0.2,0.25,-0.03622897825579854,-0.4528622281974816,0.5780821917808219,0.4219178082191782,0.010593355374110313
